userName,score,at,content
MEONG Mager,3,2023-10-28 17:18:18,lawannya cupu kalo udah mau kalah Afk
Bagas Jody P,5,2023-10-28 13:08:31,best chess
Den Per,1,2023-10-28 11:40:06,"akun saya kenapa bisa di nonaktifkan, dan lalu tidak bisa login dikarenakan lagat sistem RG45, mohon balikan akun saya!! :("
Raka Dwi Permana,5,2023-10-28 05:50:09,Game yg sangat membantu dalam bermain catur
Icun Marjan,5,2023-10-27 22:51:20,"very good for me, i want to be magnus"
Yuniar Iqbal,5,2023-10-27 20:22:33,good...
Acep Rahmat Nugraha,1,2023-10-27 16:54:51,Bahasa indonesia nya kurang lengkap mengecewakan
Zahid Mundaris,5,2023-10-27 16:01:40,Bagus sekali saya sangat suka hanya saja lebih baik lagi di tambahkan fitur yg bisa mengkomunikasi dengan lawan
Rizky Muhammad,3,2023-10-27 14:21:43,Mohon di upgrade untuk keamanan nya banyak pemain menggunakan langkah komputer
Erdiansyah,5,2023-10-27 10:21:36,Masih bnyk yg menggunakan engine
Natlynn.,4,2023-10-26 14:58:40,"Match makingnya bisa ngebug, harus relog dlu baru bisa, mohon do fix yh"
Setiawan Chanel,5,2023-10-25 21:04:38,"Alhamdulillah, baik aplikasi nya bisa buat main game"
No Name,5,2023-10-25 19:59:17,"Game nya sangat seru dan bagus, anti curang dan di dalam game ini dipenuhi dengan keamanan tinggi, jadi saya ingin kasih saran bisakah video yang ada di dalam aplikasi ini bisa di adakan bahasa Indonesia karena saya masih belum paham dengan bahasa inggris, mohon bantuannya saya juga ingin meningkatkan permainan catur saya"
Padasuka Official,5,2023-10-25 19:11:38,Pengalaman bermain yg luar biasa.
Franco ignatius,5,2023-10-25 15:01:39,Bagus untuk mengisi waktu luang&membuat otak tetap berjalan&berpoikir
deddi setiadi,5,2023-10-25 10:30:21,finally my brain work again
Bang ahmed Clp,5,2023-10-25 09:32:23,top.. asah otak
Gideon Wijaya,5,2023-10-25 08:02:27,"keren, suka sekali dengan game strategi yang satu ini"
Kevin Toar,1,2023-10-24 22:33:08,Sembarangan banned pemain anj
Kintil kimbing,5,2023-10-24 17:02:55,menarik untuk di bahas
Kainan 4,5,2023-10-24 16:08:52,Game ban
Nakila Ramli,5,2023-10-24 12:44:54,coba nur lgi
Rian Abdullah,3,2023-10-24 10:59:28,Tidak ada opsi bahasa untuk pelatihan bahasa English semua dari tulisan dan yang berbicara sulit mengerti
Aby Rama,5,2023-10-23 22:01:46,i like this applikasi
akhyar fathar,1,2023-10-23 21:44:15,Game curang sudah mau menang diakali lagi siknal jangan download
ᴀᴅʀʏᴋᴀ ʀᴀᴄʜᴍᴀᴛ,5,2023-10-23 19:40:20,patennn!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Supriadi Albimawi,5,2023-10-23 17:36:53,verry good
Michael Kaho,5,2023-10-23 10:14:23,nice game broo!!
Galang Hardiansyah,5,2023-10-23 08:48:23,Advantages: Various features. Disadvantages: some features may not be stable yet so they can be improved properly
Crizna Pare,2,2023-10-22 20:13:02,Kenapa Akses di tolak trus stiap Mau tambah teman Dan Ngobrol
Jumhana Suwondho,5,2023-10-22 19:27:27,bagus dan mantap
Baller Nope,5,2023-10-22 17:41:49,I Learn More Skill Now! 😁
Abah Salavi,3,2023-10-22 11:30:19,Setiap pindai virus kok aplikasi ikut hilang Napa??yl
Fery Ruswandi,5,2023-10-22 09:07:34,Maantaaap
hendro grenoli,5,2023-10-22 00:44:02,main sikang 10menit
Fiandi Garfi,5,2023-10-21 22:49:21,atasi permainan curang
Mualifah M,5,2023-10-21 19:48:24,"Mau curhat aja,napa aku kalah mulu sama temen aku😭"
Sayid Rahmad Bagus Satrio,1,2023-10-21 19:08:40,"Game paling jelek, kenapa gua membilang nya game jelek akun gua kenapa di nonaktifkan. Gua gak paham, gua rating ni game 0.0. Sdh sakit kepala memainkan game caturnya naikin pringkat tau taunya langsung dikeluarkan akun saya"
Kris Yafo Purba,5,2023-10-21 13:45:46,Gamenya bagus banyak fitur yang menarik
Salma Salmon,1,2023-10-21 13:00:47,Matamu skatmat jelas² itu skat matamu picek buta gw doakan yg buat game ini buta dan picek amin
Eka Sukarna,5,2023-10-20 22:25:10,aku senang aku senang
Siti Hadijzah,2,2023-10-20 20:18:18,"Kenapa para pemain d turnamen bisa se enak nya membatalkan permainan bila mana sudah terdesak,benar benar peraturan yang aneh😵‍💫😵‍💫😵‍💫😵‍💫"
Rafael satria,1,2023-10-20 19:01:52,"Knp akun gw kena ban, lah padahal udh jauh jir skornya ampe ribuan. Lagi main online malah kena ban, gajelas."
Habib ATK,5,2023-10-20 11:44:46,Game ini sangat menarik saya sangat menyukai melihat simi fukada dan membuat birahi sya naik seperti mengentod miya khalifah saya akan memberi rating bintang 5
haqizaah,2,2023-10-20 10:49:41,gak bisa buat chattingan
Cyril Aritonang,5,2023-10-20 07:42:33,Bikin saya pintar
Achmad Muslimin,5,2023-10-19 12:13:17,Sangat bagus sekali untuk belajar catur dan meningkatkan kemampuan bermain catur
albertus akira,5,2023-10-18 19:02:42,bisa belqjar kalau ada tournament cup
Syahrul Gunawan,4,2023-10-18 18:04:22,"semuanya udah bagus, hanya ada sedikit saran 1) masukin mode offline lawan teman, biar ga perlu download apk catur lain buat main offline sama temen. 2) pas lawan hilang koneksi atau gak main main ada pembatalan - otomatis sampe semenitan, dan saya nunggu sampe bener bener habis waktunya gak dapet apa-apa kalo selama itu paling ngga pemain yang nunggu dikasih beberapa elo buat imbalan nunggunya, atau ga waktu nunggunya dikurangin jadi 30 detik aja. udah itu aja saya kasih bintang 4 next 5"
shine ardhania,1,2023-10-18 16:54:42,server paling buruk sedunia
M. Junianto Tri Gunawan,5,2023-10-18 12:37:29,so far so good
suskalia aang,5,2023-10-18 12:08:52,aplikasi real chess
Evan Didit,5,2023-10-18 09:56:16,GG gaming
08.I Gede Adi Sedaya Tana,1,2023-10-18 08:37:40,lawan saya terlalu jago
N. Fadli Hasan,1,2023-10-18 03:55:14,tidak bisa menghapus pesan. membuat memori menjadi penuh. sampah
Local Guide Assistant (DTSC),3,2023-10-17 15:26:36,Terkadang proses pencarian lawan baru sangat lama (online) setelah menyelesaikan pertandingan sebelumnya
FathanHr,5,2023-10-17 13:41:02,Terus berkembang ya...
Afiq New,5,2023-10-17 08:35:35,👎
ERICH 5,1,2023-10-17 06:39:54,Banyak bug
Kenny Andersen,5,2023-10-16 22:35:17,memulai bermain lagi... bagus
E Nurliawati,2,2023-10-16 20:48:01,Kenapa sih gua item terus ga pernah putih nyebelin
Kenzie Gaming,5,2023-10-16 17:26:49,game nya bikin aku pintar
Indar Setiawan,5,2023-10-16 15:39:50,game keren wow.....
Valley Pratista,5,2023-10-15 22:45:47,Ini apk chess keren sih gw nyoba make ai buat ngelawan musuh asli kedeteck alhasil kena ban 🗿
Dhafin Aisar,5,2023-10-15 18:32:05,kerja bagus ya
tyo Rgt,5,2023-10-15 15:23:11,"Game yg membuat saya bisa bermain catur karena tutorial yg mudah dipahami,banyak sekali mode yg seru untuk dimainkan."
Abdul Rohim,5,2023-10-15 14:43:25,"bagus, game catur untuk mengasah daya pikir kita"
Master,2,2023-10-15 14:29:30,"Saya senang dengan adanya apps ini tapi,, Tapi ada satu yang harus saya pertanyakan dan ini harus benar-benar Anda jawab dan ini termasuk suatu keluhan!! Ok tanpa banyak mengulur Waktu langsung saja saya ajukan keluhanya tapi saya mohon jangan tersinggung. Ok langsung saja tanpa mengulur waktu saya akan mengajukan keluhan saya tapi anda janji loh tidak tersinggung atau marah. Ok langsung saja tanpa mengulur waktu akan saya ajukan keluhan saya dengan segera!! Kenapa saya bermain menang terus?"
Ida Rahmi,5,2023-10-15 10:47:52,"Sangat bagus robot nya pintar latar belakang bisa diatur, suara, jenis papan dll. Bagus sekali!"
Asam sujana,3,2023-10-15 09:50:31,Semoga bagus game nya
Soleh Ojk,5,2023-10-15 06:25:18,Eko
Yoga Kurniawan,5,2023-10-14 22:12:49,"Kepada pihak pengembang Chesscom Indonesia, sejauh ini aplikasi sudah memberikan fitur-fitur terbaik, hanya saja kendala dari segi bahasa sistem yang tidak sepenuhnya menggunakan bahasa Indonesia, terima kasih. Masukan dari saya, gimana agar seluruh aplikasi sistem berbahasa Indonesia, karena ada yg janggal, jika kita pilih bahasa, ada opsi bahasa Indonesia namun di dlmnya masih ada bahasa asing nya."
Ajin Keras,2,2023-10-14 18:39:57,Chat kepada lawan tidak bisa d tampil kan
Adrian pjk,5,2023-10-14 17:10:27,"sangat baguss,"
Rasya Efendi,5,2023-10-14 11:10:37,Gamenya bagus sekali tapi saya butuh turnamen yang diadakan tiap bulan untuk pemain yang ingin bertanding seperti grand master lainnya
arif rahmanto,4,2023-10-13 21:18:18,Update terbaru sering ilang sinyal
Imron Imron,5,2023-10-13 20:27:12,bagus banget bro
Makotong Gaming Sensei,5,2023-10-13 19:11:01,"I want to beat Magnus carlsen, hell nah"
Aqil Iyandika,1,2023-10-13 12:31:30,"sinyal sudah bagus, mencari lawan terus 1 jam"
"Ariesta TV lcd, led, plasma,crt & Audio",4,2023-10-13 02:20:24,tetap setia dg apk ini
Alif El Haqqu,5,2023-10-12 21:48:52,Terasa lebih menyenangkan karena bisa online
Dumpang Sariaman,4,2023-10-12 20:42:35,I like...
Bagus 628,4,2023-10-12 15:17:58,"Semuanya sempurna kecuali Tolong tambahkan Suara tambahan atau Mick, Supaya kita bisa berkomunikasi dengan lawan"
Dwi Nursukmani,5,2023-10-12 14:59:38,game yg seru..mengasah otak
Habib Arsyl,5,2023-10-12 14:23:54,Wesi o wesi
Insan Mahdi,1,2023-10-12 00:59:25,"Tolol, ngelag goblog depelopernya tolol, main catur doang ngelag persis otak depelopernya"
Frengky Paga,5,2023-10-11 23:11:33,Buat Hiburan
Noval 123,1,2023-10-11 20:01:51,Woi ni internet di perbaiki njir kasihan yang internet nya lambat tadi gw main pas internet nya lambat gw auto kalah karena waktu
Sofian Planino,5,2023-10-11 17:48:07,Okay
Deny Suryadi,5,2023-10-11 17:05:35,permainan catur paling mantap online
AzzamSunat,5,2023-10-11 15:55:40,menambah ilmu dalam permainan catur
Embong Swatantra,5,2023-10-10 23:35:39,Aplimasi ini sangat bagus dan mampu meningkatkan kemampuan permainan catur kita
Eleysonishak Bulele,3,2023-10-10 20:44:31,hanya yang beruang lebih baik
Moh Yunus,5,2023-10-10 17:47:23,Mantaap
Hamzah Husein,1,2023-10-10 14:40:56,Tiba tiba sinyal hilang terus kalah game 🐶 padahal koneksi bagus
Optimus Prime,4,2023-10-10 14:17:42,"Gamenya menarik,hanya perlu di tambahkan vitur Suara dalam game,agar kita bisa saling komunikasi dgn lawan main kita,seperti PUBGM ,FF,ML,,ada vitur suaranya game jadi menarik,kita bisa saling sapa dan kenal satu sama lain"
Ratih Purnami,4,2023-10-10 08:48:49,Sangat bagus untuk hiburan
Maulana Adnan Iqbal Harahap,5,2023-10-10 05:30:06,"Bagus game nya, walau saya sering kalah terus"
M Arsya Anarein Wibowo,5,2023-10-09 20:41:09,The best way to play chess
RIAREKI,5,2023-10-09 20:15:49,Dumidum
Tia Kartiana,5,2023-10-09 08:32:00,menjadi pemikir yg kritis dan mengasah otak yg sedang pusing
Opik Kipo,5,2023-10-09 07:22:20,Bagus. Untuk meningkatkan pengalaman dalam bermain catur
Alam Greatlow,1,2023-10-08 20:58:26,sampah main dapet item mulu ga pernah dapet putih
Akhmad Yani,5,2023-10-08 15:50:42,Mantappp ... Sangat membantu menjaga kebugaran berfikir ...
Khiar Mc,1,2023-10-08 14:11:01,Orang tolol game gini 52mb tolol kali
Nico Robin,1,2023-10-08 12:19:26,"Ga adil, sinyal gw bagus tapi bge lag mulu Kalah terus gw dari 1600 jadi 1300 cuma karena lag sinyal gamenya Perbaiki dong!!!!"
Ardian Vitra Pratama,1,2023-10-08 11:14:48,"Game kontl, lu bener2 buat gua muak anjg, gada sejarah nya dalam dunia catur anak buah bisa makan dalam posisi sejajar, antara ngebug ntah bagaimana, gua sendiri heran ngeliat ini game, gua lagi main online secara acak, dan bisa bisa nya tim musuh memakan bidak catur gua, kalau bisa kirim gambar udah gua kirim hasil screenshot gua, sementara gua di chess di baned Agar ga bisa ngechat, game sampah, gausah buat catur kalau gapandai main, developer kalian sampah, bdh, emosi gua liatnya,"
M Za ki,1,2023-10-07 22:42:07,"analisis dibatasi, saya benci itu!"
syarif hidayat,5,2023-10-07 21:28:41,Game asik
Fajar udin,5,2023-10-07 18:56:35,Tolong bantu saya tidak bisa upload gambar pada group chatur?ini bug atau apa ?
22-0287_ Teja_Riva,5,2023-10-07 16:22:00,mantap dah pokoknya
Srikandi Hotel,3,2023-10-07 12:35:24,"Dari keseluruhan game ini cukup bagus. Cuma saya sering mendapati lawan yg sdh kalah posisi g jalan dlm waktu yg lama. Mungkin perlu batas waktu yg lebih singkat buat player yg AFK. Bahkan saya juga pernah mengalami lawan yg sdh kalah posisi bisa membatalkan permainan. Bayangin sj, setelah pertandingan yg alot dan kemenangan sdh didepan mata, tau² permainan dibatalkan!!! 😂😂😂"
Blaster '0126,4,2023-10-07 09:25:12,Zz! :) :o Hhhhhhhhhhhhhh
Mamuh Thok,2,2023-10-06 09:41:02,Sistem pencarian lawan terlalu lama.Kalau bisa depercepat biar ga bosen
Ben Tar,1,2023-10-06 00:48:39,bad server
Yusuf,4,2023-10-05 18:28:26,Kenapa gaada varian di versi app nya😭
Such_scope12 Such_scope5,5,2023-10-05 17:02:10,Gg coy
Bayu Sy,3,2023-10-05 12:58:10,kok mahkota e koncoku diilangi kenek opo
Marbawi Ahmad,5,2023-10-05 10:39:17,"games sngat bagus,,tpi syang waktunya terlalu cepat untuk pemula"
Rian Alipsabeni,5,2023-10-05 07:37:08,Game dh bagus cuman kurang adanya turnamen hehe itu saja
FAREL Zakarya putra,1,2023-10-04 20:11:38,Untuk waktunya tolong lah di kasih revisi buat waktu pas saat ngelek gak di nguras waktu yang ada capek coeg kejer elo kalah cuma gara gara jaringan doang
Donnell Stewart,3,2023-10-04 18:29:18,"Kenapa tidak bisa menyambung ulang saat permainan online, padahal sinyal saya lancar untuk lainnya, ini membuat saya 2 kali kehilangan skor terus. Tolong perbaiki ini"
Bidin Mm,4,2023-10-04 18:27:42,Mudah utk pemula dan belajar
Muhammad Rozak,5,2023-10-04 17:59:39,🙏
Khaidar Najar,1,2023-10-04 14:19:48,"saya sedang bermain di bantu dengan ayah saya yang lahir dalam bermain catur tetapi karena peningkatan kemampuan saya yang signifikan akun saya langsung di nonaktifkan hanya karena hampir semua langkah merupakan langkah yang bagus, tolong untuk developer jangan sembarang mengnonaktifkan akun pemain"
Dzulham Zaki,5,2023-10-03 20:53:38,Game nya bagus banget mantap
HUTAN GAMING,5,2023-10-03 19:59:09,Best gane
Mansur Nafis,5,2023-10-03 17:58:13,sangat membantu dalam mengasah permainan catur
Firman Deo mahli,5,2023-10-03 17:28:59,10 kali main 10 kali dikasih giliran hitam
Ridho Ritonga,5,2023-10-03 16:59:52,"Aplikasi sudah bagus, cuma tolong tambahkan agar bisa melihat peringkat didalam negaranya"
Fazril Alam,2,2023-10-03 14:37:19,"Server gajelas, main online lag lag"
Maulana Yusuf,5,2023-10-02 23:41:30,Openlive
alfian hermawan,5,2023-10-02 22:39:09,Tolong untuk para pemain yang tidak memainkan selama 30 detik untuk di banned akunnya karena menganggu permainan
WELESKING,1,2023-10-02 20:00:08,Tidak Worth it appears to be Lo leng ngarep ku tak mampu lagi untuk mendapatkan koin LINE messenger gratis tips mendapatkan koin LINE
Vzzz.,1,2023-10-02 16:59:18,Permainan dibatalkan karena lawan g seimbang malah di minus anjinggg tololll
Heiwa Lombok,5,2023-10-02 13:07:40,"good, i am not alone anymore coz this game"
Xihxiy Lyxxhkkxhk,5,2023-10-02 08:52:54,Gacor
Si imut,5,2023-10-01 23:13:56,Ole trimakasih game nya bagus
Koko chankz,5,2023-10-01 14:01:24,Mantap👍👍👍
Ahmad Rifai,1,2023-10-01 13:55:14,ganguan mulu kalo main online padahal sinya udah bagus
Bagas Pratama,5,2023-10-01 13:46:44,Game yang bagus👍
teuku salmiza,5,2023-10-01 12:22:58,Aplikasi catur ini aplikasi yang paling saya suka krn permainan menantang2 lawan semua secara otomatis
Nisrina Hanifa,5,2023-10-01 10:23:09,Baguzz
cilla trixie,5,2023-09-30 22:17:34,ya gitu 😀
Afif Anis,5,2023-09-30 19:14:04,Game yg sangat bagus dan dapat mengasah kerja otak .. 👍
Heri Junianto Prihatin,3,2023-09-30 09:16:58,Jaringan bagus dan mau menang tapi tiba-tiba reconnect terus? Kebanyakan kalo lawan india lawak
Dana Tirta,2,2023-09-30 01:00:26,Kenapa signal sy 2x selalu lost padahal dlm posisi unggul. Apakah lawan saya ngecheat?
Spongebob Squarepants,1,2023-09-30 00:07:05,"Kembalikan akun saya. Kenapa di nonaktifkan saya tidak memakai cheat. Curang nih game mentang"" gua menang terus disangka nge cheat. Di non aktifkan pula . Balikin akun saya"
A R J U N A,1,2023-09-29 21:47:06,Kecewa
Ikhwanus Shofa Siregar,5,2023-09-29 21:04:33,Aplikasi yang sangat bagus.. kemampuan bermain catur saya jadi meningkat. Sangat rekomendasi
yurisekre,5,2023-09-29 21:00:08,"THANKS, nice game 🖐️"
Azhar aashim,1,2023-09-29 19:49:31,Ini saya kenapa ga bisa ngobrol sama lawan?
I dewa gede Suputra,5,2023-09-29 18:07:38,Aku main game ini bagus sampai dapat juara 3 catur
M. Aflah Abiyyu,5,2023-09-28 17:49:26,Bagus ..
Aaronio Ricarta,3,2023-09-28 11:58:31,Semua di aplikasi ini sangat dan bagus tapi untuk analisis kurang karena tidak bisa diganti bahasa nya
Sarah Rehi Leo,4,2023-09-28 07:09:01,Sangat bagus aplikasinya
fish hamburger,3,2023-09-28 04:08:42,apk error. perlu jeda waktu untuk main lg.
Wisnu Tama,5,2023-09-27 21:26:32,Tambahin mode lainnya donk
GEN12,5,2023-09-27 20:06:51,"sejauh ini, ini mah yang paling bagus sih"
Duek Idis,5,2023-09-27 15:52:55,"i like very much, the best"
Feb vioenne,1,2023-09-27 13:22:20,"Saya menemukan bug dimana king saya masih bisa jalan,tetapi malah lawan saya yg menang,dan sering terjadi bug waktu dimana bukan giliran saya untuk jalan(melangkah)tetapi waktu saya malah berkurang"
S Pot,1,2023-09-27 11:10:41,"Lo nge cheat lo dilindungi aturan. Lo punya mekanik lo punya enjin papan, lo tolol pake mesin lo galak nantang balik. Loh loh gim catur mana ada cheat anda pasti nub. Eits ini fakta lo cobak main pake enjin anda pasti mgerti jadinya. Intinya lo tarung tanpa tahu musuh pake papan berapa sama enjin berapa yg sudah ditambah AI sekarang. Kalian intermediate ilo 1000 kebawah ato lebih sedikit ga mungkin ga dapat lawan yg seperti itu. Mending catur konvensional yg tradisional"
Areldrian75,5,2023-09-27 08:24:41,Alamak
Pt Sudiyasih,5,2023-09-27 06:24:37,Bagus untuk pemula catur
Muhammad Adil Syam,5,2023-09-27 04:27:59,☕👍🏻
Jonathan C,1,2023-09-27 00:47:26,Suka ngebug padahal udah jalan tapi waktunya masih jalan
Irwan Maulana,5,2023-09-26 23:34:56,catur yg bagus untuk di download
Raden Fakhri gaming,5,2023-09-26 20:52:59,"bagus gamenya, membuat saya suka main catur di tongkrongan saya."
Chandra Arrafi,1,2023-09-26 20:10:19,"Game gak ngotak coy,gw langkah lebih cepet tapi musuh dapet waktu lebih banyak"
Al Maghfirah,1,2023-09-26 18:37:50,Anjink goblog
Neiska Aryanze,3,2023-09-26 17:44:18,Sinyal bangus koneksi aplikasi lain lancar giliran main catur dah posisi menang tiba tiba los conek..... Parah nya bukan sekali 2 kali ber kali2 ANDA KALAH KARNA PERMAINAN DIABAIKAN.... Yang mengabikan permainan siapa orang jelas2 los conek...... PARAH
rifqi hidayat,5,2023-09-26 14:34:10,"Game nya seru saya menang mlu, semuanya noob.. mayan buat taruhan nambahin penghasilan bersama bapak bapak pos ronda"
Wildan Fajar,4,2023-09-26 09:30:09,Lagi main tiba-tiba force close sendiri jadi kalah
Arinza Milan,5,2023-09-25 22:34:07,Game catur paling best
Dandy Sptrr,5,2023-09-25 19:31:44,easy can have playing anywhere
doni Arwanto,5,2023-09-25 17:59:49,Game nya bagus tapi saya belum main baru instal😁🤣
Indra Setiyadi,1,2023-09-25 13:38:22,"Pemain masih banyak yg buang2 waktu, pemain sampah block aja"
Maulana Shidiq B,5,2023-09-25 12:51:52,Interesting application
Nella Baoh,5,2023-09-25 08:19:21,"Ini game yang bisa mengasah otak,dan bisa have fun juga,dan bisa juga bermain dengan kawan,pokoknya ini game worth it untuk dicoba"
